title,destination,image_id,image_url,image_thumb_url,image_title,image_name,image_width,image_height,image_copyright,image_license,image_license_url,location_lat,location_lng,location_city_id,location_city_istat,location_city_city,location_city_country,location_city_province,location_city_province_short,location_city_region,permalink,updated_at
"Bellariva di Rimini",Romagna,215,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/conversions/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA-thumb.jpg,"Spiaggia della Riviera romagnola",spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA,1200,800,"Spiaggia della Riviera romagnola, ph Davide Piras","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.0476907,12.6020888,343,99014,Rimini,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/bellariva,"2021-09-24 14:53:32"
"Rivazzurra di Rimini",Romagna,215,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/conversions/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA-thumb.jpg,"Spiaggia della Riviera romagnola",spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA,1200,800,"Spiaggia della Riviera romagnola, ph Davide Piras","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.0383054,12.6129981,343,99014,Rimini,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/rivazzurra,"2021-09-24 14:53:03"
"Rimini - San Giuliano Mare",Romagna,487,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/487/rimini-RN-via_marecchia_san_giuliano-archivio.borgosangiuliano.it-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/487/conversions/rimini-RN-via_marecchia_san_giuliano-archivio.borgosangiuliano.it-cc_by_nc_sa-thumb.jpg,"Rimini (RN), via Marecchia",rimini-RN-via_marecchia_san_giuliano-archivio.borgosangiuliano.it-cc_by_nc_sa,1200,313,"Rimini (RN), via Marecchia, ph.archivio borgosangiuliano.it","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.0652931,12.562677,343,99014,Rimini,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/san-giuliano-mare,"2021-09-24 14:52:31"
"Torre Pedrera di Rimini",Romagna,215,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/conversions/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA-thumb.jpg,"Spiaggia della Riviera romagnola",spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA,1200,800,"Spiaggia della Riviera romagnola, ph Davide Piras","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.1060307,12.5115645,343,99014,Rimini,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/torre-pedrera,"2021-09-24 14:52:03"
"Viserba di Rimini",Romagna,215,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/conversions/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA-thumb.jpg,"Spiaggia della Riviera romagnola",spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA,1200,800,"Spiaggia della Riviera romagnola, ph Davide Piras","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.0904357,12.5345274,343,99014,Rimini,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/viserba,"2021-09-24 14:51:38"
"Viserbella di Rimini",Romagna,215,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/215/conversions/spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA-thumb.jpg,"Spiaggia della Riviera romagnola",spiaggia-area-ombrelloni-mare-ph.davide-piras-APT-servizi-CC_BY_NC_SA,1200,800,"Spiaggia della Riviera romagnola, ph Davide Piras","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.0950743,12.526512,343,99014,Rimini,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/viserbella,"2021-09-24 14:51:07"
Cattolica,Romagna,3546,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/3519/Cattolica-%28RN%29%2C-panorama-dall%27alto%2C-Archivio-Comune-Cattolica%2C-CC-BY-NC-SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/3519/conversions/Cattolica-%28RN%29%2C-panorama-dall%27alto%2C-Archivio-Comune-Cattolica%2C-CC-BY-NC-SA-3.0-thumb.jpg,"Cattolica (RN), panorama dall'alto","Cattolica (RN), panorama dall'alto, Archivio Comune Cattolica, CC-BY-NC-SA 3.0",1280,640,"Cattolica (RN), panorama dall'alto, Archivio Comune Cattolica","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.9643749,12.7427936,331,99002,Cattolica,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/cattolica,"2021-11-18 18:31:34"
"Misano Adriatico",Romagna,486,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/486/Misano_Adriatico-RN-darsena_misano-ph.Enrico_Siboni-cc_by_sa_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/486/conversions/Misano_Adriatico-RN-darsena_misano-ph.Enrico_Siboni-cc_by_sa_30-thumb.jpg,"Misano Adriatico (RN),  darsena di Misano",Misano_Adriatico-RN-darsena_misano-ph.Enrico_Siboni-cc_by_sa_30,1200,900,"Misano Adriatico (RN),  darsena di Misano, ph.Enrico Siboni","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,43.9787087,12.7002677,334,99005,"Misano Adriatico",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/misano-adriatico,"2020-07-13 12:35:14"
Riccione,Romagna,1753,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1726/Riccione-%28RN%29-Archivio-immagini-Riviera-di-Rimini-CC---BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1726/conversions/Riccione-%28RN%29-Archivio-immagini-Riviera-di-Rimini-CC---BY---NC---SA-3.0-thumb.jpg,"Riccione (RN), vista marittima","Riccione (RN) Archivio immagini Riviera di Rimini CC - BY - NC - SA 3.0",1200,800,"Riccione (RN), vista marittima, ph.Archivio immagini RivieradiRimini","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.0025146,12.6571933,342,99013,Riccione,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/riccione,"2020-07-13 12:35:14"
"Bellaria Igea Marina",Romagna,1752,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1725/Bellaria-%28RN%29-Archivio-immagini-RivieradiRimini-CC---BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1725/conversions/Bellaria-%28RN%29-Archivio-immagini-RivieradiRimini-CC---BY---NC---SA-3.0-thumb.jpg,"Bellaria Igea Marina (RN), giardini cittadini","Bellaria (RN) Archivio immagini RivieradiRimini CC - BY - NC - SA 3.0",1200,800,"Bellaria Igea Marina (RN), giardini cittadini, ph. Archivio immagini RivieradiRimini","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.1495282,12.4626186,330,99001,"Bellaria-Igea Marina",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/bellaria-igea-marina,"2020-07-13 12:35:14"
Verucchio,Romagna,485,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/485/Verucchio-RN-veduta_verucchio-ph.Lorenzo_Gaudenzi-cc_by_sa_30.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/485/conversions/Verucchio-RN-veduta_verucchio-ph.Lorenzo_Gaudenzi-cc_by_sa_30-thumb.jpg,"Verucchio (RN), veduta di Verucchio",Verucchio-RN-veduta_verucchio-ph.Lorenzo_Gaudenzi-cc_by_sa_30,1200,658,"Verucchio (RN), veduta di Verucchio, ph.Lorenzo Gaudenzi","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,43.9837122,12.4211205,349,99020,Verucchio,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/verucchio,"2020-12-30 07:39:51"
"Santarcangelo di Romagna",Romagna,484,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/484/santarcangelo-RN-paese_alto-archivio.romagna.net-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/484/conversions/santarcangelo-RN-paese_alto-archivio.romagna.net-cc_by_nc_sa-thumb.jpg,"Santarcangelo (RN), paese alto",santarcangelo-RN-paese_alto-archivio.romagna.net-cc_by_nc_sa,1200,720,"Santarcangelo (RN), paese alto, archivio romagna.net","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.06336,12.44476,347,99018,"Santarcangelo di Romagna",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/santarcangelo-di-romagna,"2020-07-13 12:35:14"
Maiolo,Romagna,483,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/483/maiolo-RN-maioletto-archivi.romagna.net-cc_by_nc_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/483/conversions/maiolo-RN-maioletto-archivi.romagna.net-cc_by_nc_sa-thumb.jpg,"Maiolo (RN), Maioletto",maiolo-RN-maioletto-archivi.romagna.net-cc_by_nc_sa,1200,720,"Maiolo (RN), Maioletto, archivio romagna.net","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.9291396,12.5609053,324,99022,Maiolo,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/maiolo,"2020-07-13 12:35:14"
"San Giovanni in Marignano",Romagna,1711,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1684/San-Giovanni-in-Marignano-%28RN%29-Ph.-Paritani-archivio-immagini-Riviera-di-Rimini-CC---BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1684/conversions/San-Giovanni-in-Marignano-%28RN%29-Ph.-Paritani-archivio-immagini-Riviera-di-Rimini-CC---BY---NC---SA-3.0-thumb.jpg,"San Giovanni in Marignano (RN), veduta pease","San Giovanni in Marignano (RN) Ph. Paritani archivio immagini Riviera di Rimini CC - BY - NC - SA 3.0",1200,800,"San Giovanni in Marignano (RN), veduta paese, Ph. Paritani archivio immagini Riviera di Rimini","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.9389652,12.7127939,346,99017,"San Giovanni in Marignano",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/san-giovanni-in-marignano,"2020-12-30 07:34:38"
Mondaino,Romagna,479,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/479/mondaino-RN-loggiato_mondaino-ph.emilio_salvatori-WLM2016-CC_by_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/479/conversions/mondaino-RN-loggiato_mondaino-ph.emilio_salvatori-WLM2016-CC_by_sa-thumb.jpg,"Mondaino (RN), loggiato Mondaino",mondaino-RN-loggiato_mondaino-ph.emilio_salvatori-WLM2016-CC_by_sa,1200,716,"Mondaino (RN), loggiato del paese, ph.Emilio Salvatori, archivio WLM2016","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,43.8558278,12.671364268976,335,99006,Mondaino,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/mondaino,"2020-12-30 07:32:49"
Montegridolfo,Romagna,477,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/477/montegridolfo-RN-bastione-ph.buimichele-WLM2015-CC_by_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/477/conversions/montegridolfo-RN-bastione-ph.buimichele-WLM2015-CC_by_sa-thumb.jpg,"montegridolfo (RN), bastione della rocca",montegridolfo-RN-bastione-ph.buimichele-WLM2015-CC_by_sa,1200,800,"Montegridolfo (RN), bastione della rocca, ph.buimichele, archivio WLM2015","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,43.8580471,12.690074,338,99009,Montegridolfo,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/montegridolfo,"2022-03-07 08:45:12"
Saludecio,Romagna,1703,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1676/Saludecio-%28RN%29-Ph.-Mosconi-CC---BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1676/conversions/Saludecio-%28RN%29-Ph.-Mosconi-CC---BY---NC---SA-3.0-thumb.jpg,"Saludecio (RN), veduta","Saludecio (RN) Ph. Mosconi CC - BY - NC - SA 3.0",1200,804,"Saludecio (RN), veduta, Ph. Mosconi","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.8728,12.66848,344,99015,Saludecio,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/saludecio,"2020-07-13 12:35:14"
"Morciano di Romagna",Romagna,1706,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1679/Morciano-di-Romagna-%28RN%29-fiera-di-san-gregorio-Ph.-T.-Mosconi-archivio-Riviera-di-Rimini-CC---BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1679/conversions/Morciano-di-Romagna-%28RN%29-fiera-di-san-gregorio-Ph.-T.-Mosconi-archivio-Riviera-di-Rimini-CC---BY---NC---SA-3.0-thumb.jpg,"Morciano di Romagna (RN), fiera di San Gregorio","Morciano di Romagna (RN) fiera-di-san-gregorio Ph. T. Mosconi archivio Riviera di Rimini CC - BY - NC - SA 3.0",1200,802,"Morciano di Romagna (RN), fiera-di san Gregorio, Ph. T. Mosconi","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.9141407,12.6453496,340,99011,"Morciano di Romagna",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/morciano-di-romagna,"2020-07-13 12:35:14"
"Montefiore Conca",Romagna,474,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/474/Montefiore_Conca-RN-veduta_montefiore-ph.Toni_Pecoraro-cc_by_pd_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/474/conversions/Montefiore_Conca-RN-veduta_montefiore-ph.Toni_Pecoraro-cc_by_pd_sa-thumb.jpg,"Montefiore Conca (RN), veduta di Montefiore",Montefiore_Conca-RN-veduta_montefiore-ph.Toni_Pecoraro-cc_by_pd_sa,1200,848,"Montefiore Conca (RN), veduta di Montefiore, ph.Toni Pecoraro","CC BY-NC-ND 3.0",http://creativecommons.org/licenses/by-nc-nd/3.0/it/legalcode,43.890688,12.6105971,337,99008,"Montefiore Conca",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/montefiore-conca,"2020-07-13 12:35:14"
Gemmano,Romagna,1705,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1678/Gemmano-Valconca-%28RN%29-Ph-Gallini---CC---BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1678/conversions/Gemmano-Valconca-%28RN%29-Ph-Gallini---CC---BY---NC---SA-3.0-thumb.jpg,"Gemmano (RN), veduta","Gemmano Valconca (RN) Ph Gallini - CC - BY - NC - SA 3.0",1200,311,"Gemmano (RN), veduta, Ph. Gallini archivio Destinazione Turistica Romagna","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.904358,12.582703,333,99004,Gemmano,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/gemmano,"2020-12-30 07:19:21"
Coriano,Romagna,472,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/472/Coriano-RN-veduta_coriano-ph.Toni_Pecoraro-cc_by_pd_sa.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/472/conversions/Coriano-RN-veduta_coriano-ph.Toni_Pecoraro-cc_by_pd_sa-thumb.jpg,"Coriano (RN), veduta",Coriano-RN-veduta_coriano-ph.Toni_Pecoraro-cc_by_pd_sa,1200,589,"Coriano (RN) veduta di Coriano, ph.Toni Pecoraro","CC BY 3.0",http://creativecommons.org/licenses/by/3.0/it/legalcode,43.96439285,12.602748664683,332,99003,Coriano,Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/coriano,"2020-07-13 12:35:14"
"Poggio Torriana",Romagna,1723,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1696/Poggio_Torriana-RN-Rocca_di_Torriana-phPelekano-PD.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1696/conversions/Poggio_Torriana-RN-Rocca_di_Torriana-phPelekano-PD-thumb.jpg,"Poggio Torriana (RN), Rocca di Torriana",Poggio_Torriana-RN-Rocca_di_Torriana-phPelekano-PD,1600,1200,"Poggio Torriana (RN), Rocca di Torriana, Ph. Pelekano","CC 0 3.0",http://creativecommons.org/licenses/0/3.0/it/legalcode,43.9852184,12.3855266,361,99028,"Poggio Torriana",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/poggio-torriana,"2020-07-13 12:35:14"
"San Clemente",Romagna,1702,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1675/San-Clemente-%28RN%29-Mura-Malatestiane-Ph.-Riccardo-Gallini-CC--BY---NC---SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1675/conversions/San-Clemente-%28RN%29-Mura-Malatestiane-Ph.-Riccardo-Gallini-CC--BY---NC---SA-3.0-thumb.jpg,"San Clemente (RN), Mura Malatestiana","San Clemente (RN) Mura Malatestiane Ph. Riccardo Gallini CC- BY - NC - SA 3.0",1200,894,"San Clemente (RN), Mura malatestiane, ph. R. Gallini - Destinazione Turistica Romagna","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,43.932338,12.625503,345,99016,"San Clemente",Italia,Rimini,RN,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/san-clemente,"2020-07-13 12:35:14"
Predappio,Romagna,1554,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1527/Predappio-FC-Rocca_di_Predappio_Alta-ph.Perkele-PD.jpeg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1527/conversions/Predappio-FC-Rocca_di_Predappio_Alta-ph.Perkele-PD-thumb.jpg,"Predappio (FC), Rocca di Predappio Alta",Predappio-FC-Rocca_di_Predappio_Alta-ph.Perkele-PD,1600,1200,"Predappio (FC), Rocca di Predappio Alta, Ph. Perkele","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.1015274,11.9812061,312,40032,Predappio,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/predappio,"2022-02-24 08:57:39"
Bertinoro,Romagna,1655,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1628/Bertinoro%2C-FC%2C-Archivio-Comune-di-Forl%C3%AC%2C-ph.-Mirko-Capuano%2C-CC-BY-NC-SA.JPG,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1628/conversions/Bertinoro%2C-FC%2C-Archivio-Comune-di-Forl%C3%AC%2C-ph.-Mirko-Capuano%2C-CC-BY-NC-SA-thumb.jpg,"Bertinoro (FC), vista panoramica vigne","Bertinoro, FC, Archivio Comune di Forlì, ph. Mirko Capuano, CC BY NC SA",1200,640,"Bertinoro (FC), vista panoramica vigne, Archivio comunale","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.149453,12.1333231,294,40003,Bertinoro,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/bertinoro,"2022-02-24 08:59:24"
Campigna,Romagna,658,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/658/santa_sofia-FC-riserva_naturale_campigna-ph.-n.agostini-CC-BY-SA-3.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/658/conversions/santa_sofia-FC-riserva_naturale_campigna-ph.-n.agostini-CC-BY-SA-3.0-thumb.jpg,"Santa Sofia (FC), Riserva Naturale Campigna","santa_sofia-FC-riserva_naturale_campigna-ph. n.agostini-CC BY-SA 3.0",1200,800,"Santa Sofia (FC), Riserva Naturale Campigna, ph. N. Agostini","CC BY-SA 3.0",http://creativecommons.org/licenses/by-sa/3.0/it/legalcode,43.87222,11.74623,317,40043,"Santa Sofia",Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/campigna,"2022-02-25 14:22:35"
Dovadola,Romagna,659,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/659/dovadola-FC-rocca_dei_conti_guidi-ph.Mongolo1984-CC-BY-SA-4.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/659/conversions/dovadola-FC-rocca_dei_conti_guidi-ph.Mongolo1984-CC-BY-SA-4.0-thumb.jpg,"Dovadola (FC), Rocca dei Conti Guidi","dovadola-FC-rocca_dei_conti_guidi-ph.Mongolo1984-CC BY-SA 4.0",1200,800,"Dovadola (FC), Rocca dei Conti Guidi, Ph .Mongolo1984","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.121735,11.887461,300,40011,Dovadola,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/dovadola,"2022-02-24 11:14:56"
Forlì,Romagna,1079,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1079/Forli-FC-Palazzo_Comunale-ph.sailko-CCBYSA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/1079/conversions/Forli-FC-Palazzo_Comunale-ph.sailko-CCBYSA-thumb.jpg,"Forlì, Palazzo Comunale",Forli-FC-Palazzo_Comunale-ph.sailko-CCBYSA,1600,998,"Forlì, Palazzo Comunale, Ph. Sailko","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.2230773,12.03946,301,40012,Forlì,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/forli,"2022-02-24 08:54:42"
Forlimpopoli,Romagna,660,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/660/forlimpopoli-FC-rocca-archivio_comune-CC-BY-NC-SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/660/conversions/forlimpopoli-FC-rocca-archivio_comune-CC-BY-NC-SA-thumb.jpg,"Forlimpopoli (FC), Rocca",forlimpopoli-FC-rocca-archivio_comune-CC-BY-NC-SA,1200,800,"Forlimpopoli (FC), Rocca, Archivio Comune","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.1883107,12.1265137,302,40013,Forlimpopoli,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/forlimpopoli,"2022-02-24 11:14:22"
"Fratta Terme",Romagna,663,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/663/bertinoro-FC-gran_hotel_della_fratta-archivio_comune-CC_BY_NC_SA.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/663/conversions/bertinoro-FC-gran_hotel_della_fratta-archivio_comune-CC_BY_NC_SA-thumb.jpg,"Bertinoro (FC), Grand Hotel Terme della Fratta",bertinoro-FC-gran_hotel_della_fratta-archivio_comune-CC_BY_NC_SA,1200,800,"Bertinoro (FC), Grand Hotel Terme della Fratta, Archivio comunale","CC BY-NC-SA 3.0",http://creativecommons.org/licenses/by-nc-sa/3.0/it/legalcode,44.141678,12.100864,294,40003,Bertinoro,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/fratta-terme,"2022-02-24 11:13:47"
Meldola,Romagna,664,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/664/meldola-FC-rocca-ph.diego_-baglieri-WLM2016-CC-BY-SA-4.0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/664/conversions/meldola-FC-rocca-ph.diego_-baglieri-WLM2016-CC-BY-SA-4.0-thumb.jpg,"Meldola (FC), Rocca","meldola-FC-rocca-ph.diego_ baglieri-WLM2016-CC BY-SA 4.0",1200,800,"Meldola (FC), Rocca, Ph. Diego Baglieri, WLM 2016","CC BY-SA 4.0",http://creativecommons.org/licenses/by-sa/4.0/it/legalcode,44.126951,12.060839,307,40019,Meldola,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/meldola,"2022-02-24 11:13:20"
Galeata,Romagna,665,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/665/galeata-FC-panorama-ph.Icco80-CC-0.jpeg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/665/conversions/galeata-FC-panorama-ph.Icco80-CC-0-thumb.jpg,"Galaeta (FC), Panorama sul borgo","galeata-FC-panorama-ph.Icco80-CC 0",1600,1161,"Galaeta (FC), Panorama sul borgo, Ph. Icco80","CC 0 1.0",http://creativecommons.org/licenses/0/1.0/it/legalcode,43.9963518,11.9101194,303,40014,Galeata,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/galeata,"2022-02-24 09:36:41"
Modigliana,Romagna,666,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/666/modigliana-FC-ponte_della_signora-ph.Il-Faentino-CC-0.jpg,https://d2fg1aan4gy9m1.cloudfront.net/ert/images/666/conversions/modigliana-FC-ponte_della_signora-ph.Il-Faentino-CC-0-thumb.jpg,"Modigliana (FC), Ponte della Signora",modigliana-FC-ponte_della_signora-ph.Il-Faentino-CC-0,1200,800,"Modigliana (FC), Ponte della Signora, Ph. Il Faentino","CC 0 1.0",http://creativecommons.org/licenses/0/1.0/it/legalcode,44.156917,11.792572,309,40022,Modigliana,Italia,Forlì-Cesena,FC,"Emilia Romagna",https://emiliaromagnaturismo.it/it/localita/modigliana,"2022-02-24 09:44:06"
