id,code,name,info,classification,category,location_address,location_number,location_city,location_localita,location_province,location_destination,location_cap,location_lat,location_lng,contacts_website,contacts_phone,contacts_email,created_at,updated_at
1487,dove_dormire,ESTENSE,,"3 Stelle superior",Albergo,"Via Antonio Gramsci, 30",,Gatteo,"Gatteo a Mare",Forlì-Cesena,Romagna,,44.1712,12.437,www.hotelestense.net,"0547 87068",tonielli@hotelestense.net,"2022-04-14 00:40:10","2022-06-30 00:40:10"
1488,dove_dormire,"SAN FRANCISCO",,"3 Stelle",Albergo,"Via Trieste, 19",,Gatteo,"Gatteo a Mare",Forlì-Cesena,Romagna,,44.1681,12.4375,www.hsanfrancisco.it,"0547 85377",info@hsanfrancisco.it,"2022-03-17 00:40:10","2022-06-30 00:40:10"
1489,dove_dormire,BORGONOVO,,"3 Stelle",Albergo,"Via Aldo Moro, 1",,Longiano,Budrio,Forlì-Cesena,Romagna,,0,0,www.ristorantealbergoborgonovo.com,"0547 57357",info@ristorantealbergoborgonovo.com,"2021-11-30 00:40:10","2022-06-30 00:40:10"
1490,dove_dormire,"I GELSI",,"Bed & Breakfast","Bed & Breakfast","Strada Rocca delle Caminate, 20",,Meldola,Vitignano,Forlì-Cesena,Romagna,,0,0,www.bedandbreakfastigelsi.it,"337 610098",info@igelsi.fc.it,"2020-10-27 00:40:10","2022-06-30 00:40:10"
1491,dove_dormire,"OSTELLO LINARO",,"Non definito",Ostelli,"Via Borgo, 28",,"Mercato Saraceno",Linaro,Forlì-Cesena,Romagna,,0,0,,"328 2279648",prolocolinarosanromano@gmail.com,"2021-12-22 00:40:10","2022-06-30 00:40:10"
1492,dove_dormire,"B&B L'ORTO DI RACHELE",,"Bed & Breakfast","Bed & Breakfast","Via Elsa Morante, 2",,"Mercato Saraceno","Monte Sasso",Forlì-Cesena,Romagna,,43.9606,12.182,,"0547 91133",,"2022-06-01 00:40:10","2022-06-30 00:40:10"
1493,dove_dormire,"LOCANDA PONTE GIORGI",,"Non definito",Affittacamere,"Via Palmiro Togliatti, 1945",,"Mercato Saraceno",Cella,Forlì-Cesena,Romagna,,0,0,www.pontegiorgi.it,"0547 96581",amministrazione@pontegiorgi.it,"2020-05-19 00:40:10","2022-06-30 00:40:10"
1494,dove_dormire,"RIFUGIO ESCURSIONISTICO PRATO BOVI",,"Non definito","Rifugi escursionistici","Parrocchia Bocconi Prato Bovi, 32",,"Portico e San Benedetto",Bocconi,Forlì-Cesena,Romagna,,0,0,www.rifugiopratobovi.it,"328 4298132",rifugiopratobovi@gmail.com,"2022-01-27 00:40:10","2022-06-30 00:40:10"
1495,dove_dormire,"AL VECCHIO CONVENTO",,"3 Stelle",Albergo,"Via Roma, 7",,"Portico e San Benedetto","Portico di Romagna",Forlì-Cesena,Romagna,,0,0,www.vecchioconvento.it,"0543 967053",info@vecchioconvento.it,"2022-02-11 00:40:10","2022-06-30 00:40:10"
1496,dove_dormire,"""DA TERESA""",,"Bed & Breakfast","Bed & Breakfast","Via Monte Busca, 6",,"Portico e San Benedetto","Portico di Romagna",Forlì-Cesena,Romagna,,0,0,,3391653518,dateresa@bandbdateresa.com,"2021-02-12 00:40:10","2022-06-30 00:40:10"
1497,dove_dormire,"B&B MOLINO DI SOPRA",,"Bed & Breakfast","Bed & Breakfast","Via Molino di Sopra, 17",,"Portico e San Benedetto","Portico di Romagna",Forlì-Cesena,Romagna,,0,0,,"347 9113623",ciro-62@hotmail.it,"2022-01-27 00:40:10","2022-06-30 00:40:10"
1498,dove_dormire,"MANEGGIO RIO DESTRO",,"Non definito",Affittacamere,"Via Biforco, 7",,"Portico e San Benedetto","San Benedetto in Alpe",Forlì-Cesena,Romagna,,43.9833,11.6898,www.riodestro.it,"349 1596520",benaccisiboni@libero.it,"2021-04-22 00:40:10","2022-06-30 00:40:10"
1499,dove_dormire,"OSTELLO IL VIGNALE",,"Non definito",Ostelli,"Viale Acquacheta, 68 Località Poggio",,"Portico e San Benedetto","San Benedetto in Alpe",Forlì-Cesena,Romagna,,43.9827,11.6868,www.ostelloilvignale.it,"347 5999078",ov@ostelloilvignale.it,"2021-03-16 00:40:10","2022-06-30 00:40:10"
1500,dove_dormire,"CAMPING ACQUACHETA",,"3 Stelle",Campeggi,"Viale Acquacheta, 7 - Località Vignale",,"Portico e San Benedetto","San Benedetto in Alpe",Forlì-Cesena,Romagna,,43.9827,11.686,www.campingacquacheta.it,"342 9482909",info@campingacquacheta.it,"2022-01-12 00:40:10","2022-06-30 00:40:10"
1501,dove_dormire,ACQUACHETA,,"3 Stelle",Albergo,"Via Molino, 46",,"Portico e San Benedetto","San Benedetto in Alpe",Forlì-Cesena,Romagna,,0,0,www.acquacheta.it,"0543 965314",hotel.acquacheta@libero.it,"2022-04-06 00:40:10","2022-06-30 00:40:10"
1502,dove_dormire,"CASA DELL'EDDA",,"Bed & Breakfast","Bed & Breakfast","Via Provinciale, 16",,Predappio,Fiumana,Forlì-Cesena,Romagna,,0,0,,"347 7241760",casadelledda@gmail.com,"2022-03-29 00:40:10","2022-06-30 00:40:10"
1503,dove_dormire,CONDE',,"4 Girasoli",Agriturismo,"Via Lucchina, 27",,Predappio,Fiumana,Forlì-Cesena,Romagna,,44.1314,11.988,www.conde.it,"0543 940129",resort@conde.it,"2021-05-21 00:40:10","2022-06-30 00:40:10"
1504,dove_dormire,"VILLA SALTA",,"3 Stelle",Albergo,"Via Villa Salta, 92",,Predappio,"Predappio Alta",Forlì-Cesena,Romagna,,44.11,11.9531,www.villasalta.it,"0543 921138",info@villasalta.it,"2022-01-03 00:40:10","2022-06-30 00:40:10"
1505,dove_dormire,"LA QUIETE",,"4 Girasoli",Agriturismo,"Via Provinciale Cento, 527",,Roncofreddo,Cento,Forlì-Cesena,Romagna,,44.0541,12.3264,www.laquietedironcofreddo.it,"0541 949436",laquietedironcofreddo@gmail.com,"2022-02-11 00:40:10","2022-06-30 00:40:10"
1506,dove_dormire,LINDA,,"3 Stelle",Albergo,"Via Cereta, 139",,Roncofreddo,Gualdo,Forlì-Cesena,Romagna,,44.0198,12.2049,,"0541 1839042",hotellinda302@gmail.com,"2021-06-30 00:40:10","2022-06-30 00:40:10"
1507,dove_dormire,"CASA BYRON AL CASTELLO",,"Bed & Breakfast","Bed & Breakfast","Piazza George Byron, 9",,Roncofreddo,Monteleone,Forlì-Cesena,Romagna,,0,0,,"0541 943705",leadingedizioni@gmail.com,"2022-01-27 00:40:10","2022-06-30 00:40:10"
1508,dove_dormire,"LA CIVETTA",,"Bed & Breakfast","Bed & Breakfast","Via Gazzolina, 253",,Roncofreddo,Sorrivoli,Forlì-Cesena,Romagna,,0,0,,"0547 326024",lacentenara@libero.it,"2020-12-22 00:40:10","2022-06-30 00:40:10"
1509,dove_dormire,"LE SPIGHE",,"4 Girasoli",Agriturismo,"Via Peschiera, 155",,Roncofreddo,Sorrivoli,Forlì-Cesena,Romagna,,44.0643,12.2665,www.fattoriabertaccini.it,"0547 326075",lespighe@fattoriabertaccini.it,"2022-01-27 00:40:10","2022-06-30 00:40:10"
1510,dove_dormire,"CA' MARCELLA",,"4 Girasoli",Agriturismo,"Via Rudigliano, 1325",,Roncofreddo,Ardiano,Forlì-Cesena,Romagna,,44.0603,12.2445,,"0547 326338",agriturismo@camarcella.it,"2022-01-27 00:40:10","2022-06-30 00:40:10"
1511,dove_dormire,"VILLA VENTI",,"4 Girasoli",Agriturismo,"Via Doccia, 1442",,Roncofreddo,"Villa Venti",Forlì-Cesena,Romagna,,44.0621,12.3188,www.villaventi.it,"0541 949532",info@villaventi.it,"2022-03-09 00:40:10","2022-06-30 00:40:10"
1512,dove_dormire,GRANDUCA,,"3 Stelle",Albergo,"Via Centro, 3",,"Santa Sofia",Campigna,Forlì-Cesena,Romagna,,43.8722,11.7463,www.albergogranduca.it,"0543 980051",hotelgranduca@hotmail.com,"2022-02-05 00:40:10","2022-06-30 00:40:10"
1513,dove_dormire,"LO SCOIATTOLO",,"2 Stelle",Albergo,"Via Centro, 7",,"Santa Sofia",Campigna,Forlì-Cesena,Romagna,,43.8721,11.7449,www.campigna.it,"0543 980052",albscoiattolo@hotmail.com,"2022-02-16 00:40:10","2022-06-30 00:40:10"
1514,dove_dormire,PODERONE,,"5 Girasoli",Agriturismo,"Via Poderone, 64",,"Santa Sofia",Campigna,Forlì-Cesena,Romagna,,43.8871,11.7536,www.parks.it/agr/poderone/,"0543 980069",poderone@parks.it,"2022-04-22 00:40:10","2022-06-30 00:40:10"
1515,dove_dormire,"RIFUGIO VILLANETA",,"Non definito","Rifugi alpini","Località Villaneta, 32",,"Santa Sofia",Campigna,Forlì-Cesena,Romagna,,0,0,,"348 5321914",rifugiovillaneta@gmail.com,"2021-12-20 00:40:10","2022-06-30 00:40:10"
1516,dove_dormire,"CA' MAINA",,"Non definito",Affittacamere,"Via Calci, 35",,"Santa Sofia",Camposonaldo,Forlì-Cesena,Romagna,,0,0,www.camaina.com,"335 8045885",camainaresort@gmail.com,"2021-03-26 00:40:10","2022-06-30 00:40:10"
1517,dove_dormire,"LA LUNA",,"5 Girasoli",Agriturismo,"Via per Camposonaldo, 64",,"Santa Sofia",Camposonaldo,Forlì-Cesena,Romagna,,43.9468,11.8896,www.agriturismo-laluna.com,"0543 973000",info@agriturismo-laluna.com,"2021-12-23 00:40:10","2022-06-30 00:40:10"
1518,dove_dormire,"LOCANDA MICHELACCI",,"Non definito",Affittacamere,"Via Nuova, 9",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.9083,11.7949,,"371 4521332",locanda.michelacci@libero.it,"2022-01-15 00:40:10","2022-06-30 00:40:10"
1519,dove_dormire,"I FANGACCI",,"3 Girasoli",Agriturismo,"Podere Fangacci, 21",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.9053,11.8132,www.parks.it/agr/fangacci/,"0543 980020",agrifangacci@libero.it,"2020-12-30 00:40:10","2022-06-30 00:40:10"
1520,dove_dormire,"CAMPEGGIO IL VIVAIO",,"2 Stelle",Campeggi,"Via della Foresta, 1",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.9164,11.7887,www.campeggiovivaio.it,"338 5499747",info@campeggiovivaio.it,"2022-05-26 00:40:10","2022-06-30 00:40:10"
1521,dove_dormire,"CASA PER VACANZA VILLA ANNA",,"Non definito","Case/App. vacanze","Via Madonna, 6",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.908,11.7944,www.parks.it/cpf/villa.anna/,"0543 980020",agrifangacci@libero.it,"2021-04-21 00:40:10","2022-06-30 00:40:10"
1522,dove_dormire,"PENSIONE PINI",,"3 Stelle",Albergo,"Via della Madonna, 10",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.908,11.7943,www.hotelpini.com,"0543 980250",albergopini@gmail.com,"2020-05-21 00:40:10","2022-06-30 00:40:10"
1523,dove_dormire,LEONARDO,,"3 Stelle",Albergo,"Località Lago di Corniolo, 72",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.9019,11.7848,www.hotelleonardo.net,"0543 980015",info@hotelleonardo.net,"2020-06-10 00:40:10","2022-06-30 00:40:10"
1524,dove_dormire,"LOCANDA DA GIGINO",,"Non definito",Affittacamere,"Via Borgo, 16",,"Santa Sofia",Corniolo,Forlì-Cesena,Romagna,,43.9068,11.7944,www.albergodagigino.com,"0543 980033",info@albergodagigino.com,"2020-05-06 00:40:10","2022-06-30 00:40:10"
1525,dove_dormire,"LA VIA PER SPINELLO",,"Bed & Breakfast","Bed & Breakfast","Via Spinello, 4",,"Santa Sofia",Spinello,Forlì-Cesena,Romagna,,0,0,,"0543 970235",laviaperspinello@gmail.com,"2022-03-10 00:40:10","2022-06-30 00:40:10"
1526,dove_dormire,"IL SORBO",,"3 Girasoli",Agriturismo,"Via Sorbo, 50",,"Santa Sofia",Spinello,Forlì-Cesena,Romagna,,43.9257,11.971,,"0543 970214",walterori67@gmail.com,"2022-01-27 00:40:10","2022-06-30 00:40:10"
1527,dove_dormire,SANT'UBERTO,,"4 Girasoli",Agriturismo,"Via Santa Maria di Sant'Uberto, 116",,"Santa Sofia",Spinello,Forlì-Cesena,Romagna,,43.9092,11.9621,,"0543 996039",santesil@tin.it,"2022-02-17 00:40:10","2022-06-30 00:40:10"
1528,dove_dormire,"COCCHI PIERO E FIGLI",,"4 Girasoli",Agriturismo,"Via Nocina, 147",,"Santa Sofia",Spinello,Forlì-Cesena,Romagna,,43.9414,11.9196,www.parks.it/com/santa.sofia/agriturismo.cocchi/,"0543 970287",walter.cocchi@libero.it,"2021-04-21 00:40:10","2022-06-30 00:40:10"
1529,dove_dormire,NOCINA,,"Non definito",Affittacamere,"Via Nocina, 147",,"Santa Sofia",Spinello,Forlì-Cesena,Romagna,,43.9238,11.9483,,"0543 970287",lanocina@libero.it,"2021-04-21 00:40:10","2022-06-30 00:40:10"
1530,dove_dormire,"A CA' NOSTRA",,"4 Girasoli",Agriturismo,"Via Monte della Croce, 30",,Sarsina,Ranchio,Forlì-Cesena,Romagna,,43.9732,12.0796,www.agriturismoacanostra.it,"0547 692028",info@agriturismoacanostra.it,"2021-02-12 00:40:10","2022-06-30 00:40:10"
1531,dove_dormire,"I PORTICI",,"3 Girasoli",Agriturismo,"Via Rubicone Dx II tratto, 5500",,"Savignano sul Rubicone",Capanni,Forlì-Cesena,Romagna,,44.1569,12.4238,www.agriturismoiportici.it,"0541 938143",info@agriturismoiportici.it,"2021-02-03 00:40:10","2022-06-30 00:40:10"
1532,dove_dormire,MALOURA,,"4 Girasoli",Agriturismo,"Via Rubicone Destra, 2390",,"Savignano sul Rubicone",Fiumicino,Forlì-Cesena,Romagna,,44.1145,12.402,www.agricolamaloura.com,"334 8320636",info@agricolamaloura.com,"2022-06-29 00:40:10","2022-06-30 00:40:10"
1533,dove_dormire,"CAMPING RUBICONE E DIP. LE TORRETTE",,"4 Stelle",Campeggi,"Via Matrice destra, 1",,"Savignano sul Rubicone","Savignano Mare",Forlì-Cesena,Romagna,,44.1648,12.4412,www.campingrubicone.com,"0541 346377",info@campingrubicone.com,"2022-06-13 00:40:10","2022-06-30 00:40:10"
1534,dove_dormire,"CERRO DI MONTEPETRA",,"Non definito",Agriturismo,"Via Cerro, 31/B",,"Sogliano al Rubicone",Montepetra,Forlì-Cesena,Romagna,,43.9249,12.1932,www.cerrodimontepetra.it,"334 8483550",facciolistefanoarrigo@alice.it,"2021-04-07 00:40:10","2022-06-30 00:40:10"
1535,dove_dormire,"NIDO D'APE B&B",,"Bed & Breakfast","Bed & Breakfast","Via Montepetra Ca' di Gandolfo, 38",,"Sogliano al Rubicone",Montepetra,Forlì-Cesena,Romagna,,43.926,12.181,www.bbnidodape.it,"335 8337475",g.rava@live.it,"2022-05-27 00:40:10","2022-06-30 00:40:10"
1536,dove_dormire,"CENTRO BENESSERE DI BROCCOLI SIMONE",,"Non definito","Case/App. vacanze","Via Castello, 11",,"Sogliano al Rubicone",Strigara,Forlì-Cesena,Romagna,,43.9948,12.2664,www.centrofeldenkraiscsm.it,"0541 948035",info@centrofeldenkraiscsm.it,"2022-04-03 00:40:10","2022-06-30 00:40:10"
1537,dove_dormire,"PODERE DELLA ROSA",,"Non definito",Agriturismo,"Via Lago, 24",,"Sogliano al Rubicone",Bagnolo,Forlì-Cesena,Romagna,,44.0208,12.2964,www.poderedellarosa.it,"338 3776665",poderedellarosa@gmail.com,"2021-04-07 00:40:10","2022-06-30 00:40:10"
1538,dove_dormire,"IL PARCO",,"1 Stella",Albergo,"Via Provinciale, 27/A",,"Sogliano al Rubicone",Bagnolo,Forlì-Cesena,Romagna,,0,0,,"0541 948358",simo.berretti@gmail.com,"2020-05-20 00:40:10","2022-06-30 00:40:10"
1539,dove_dormire,"APPENNINO NORD",,"2 Stelle",Albergo,"Via Don Francesco Babbini, 13/a",,Verghereto,Alfero,Forlì-Cesena,Romagna,,43.8468,12.0566,,"0543 1908049",appennino2022@gmail.com,"2022-06-01 00:40:10","2022-06-30 00:40:10"
1540,dove_dormire,"IL PENTAGONO",,"2 Stelle",Albergo,"Via Nuova, 56",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7774,12.0916,,"0543 906637",balzeghiotte@libero.it,"2021-10-04 00:40:10","2022-06-30 00:40:10"
1541,dove_dormire,"FUMAIOLO PARADISE HOTEL",,"2 Stelle",Albergo,"Via Tevere, 30",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.79,12.0734,www.fumaioloparadisehotel.it,"0543 917785",info@fumaioloparadisehotel.it,"2021-05-21 00:40:10","2022-06-30 00:40:10"
1542,dove_dormire,"CAMPING TIBER",,"3 Stelle",Campeggi,"Via Tevere, 27",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7847,12.0818,www.campingtiber.it,"0543 906620",info@campingtiber.it,"2022-02-16 00:40:10","2022-06-30 00:40:10"
1543,dove_dormire,"FAMIGLIA ACCIAI",,"Bed & Breakfast","Bed & Breakfast","Via Campo Madonna, 5",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7782,12.0942,www.montefumaiolo.it/acciai/,"0543 906507",acciaima@tiscali.it,"2022-06-30 00:40:10","2022-06-30 00:40:10"
1544,dove_dormire,"MONTE FUMAIOLO",,"3 Stelle",Albergo,"Via Tevere, 26",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7858,12.0799,www.hotelmontefumaiolo.it,"0543 906614",info@hotelmontefumaiolo.it,"2021-03-09 00:40:10","2022-06-30 00:40:10"
1545,dove_dormire,"ALBERGO SORGENTE DEL TEVERE",,"3 Stelle superior",Albergo,"Via Nuova, 35",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7774,12.0902,www.sorgentedeltevere.com,"0543 906447",info@sorgentedeltevere.com,"2021-11-03 00:40:10","2022-06-30 00:40:10"
1546,dove_dormire,"ALBERGO VECCHIO MULINO",,"2 Stelle",Albergo,"Via Padre Francesco Guerra, 7",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7751,12.0823,www.albergovecchiomulino.it,"0543 906641",reception@albergovecchiomulino.it,"2021-12-22 00:40:10","2022-06-30 00:40:10"
1547,dove_dormire,"ALBERGO BELLAVISTA",,"2 Stelle",Albergo,"Via Campo Madonna, 3",,Verghereto,Balze,Forlì-Cesena,Romagna,,43.7772,12.0892,www.albergobellavistabalze.it,"0543 906630",albergobellavistabalze@gmail.com,"2021-12-27 00:40:10","2022-06-30 00:40:10"
1548,dove_dormire,RIOB&B,,"Bed & Breakfast","Bed & Breakfast","Via Santa Lucia, 59",,Verghereto,Riofreddo,Forlì-Cesena,Romagna,,0,0,,"345 1572212",gilbirocher@gmail.com,"2021-05-14 00:40:10","2022-06-30 00:40:10"
1549,dove_dormire,GIUDITTA,,"2 Stelle",Albergo,"Piazza San Francesco, 2",,Verghereto,Riofreddo,Forlì-Cesena,Romagna,,43.8375,12.0734,,"0543 910021",info@locandagiuditta.com,"2021-02-12 00:40:10","2022-06-30 00:40:10"
1550,dove_dormire,"AGRITURISMO IL CASTELLO DI FULIGNANO",,"4 Girasoli",Agriturismo,"Via Castello, 7",,"Ponte dell'Olio",Folignano,Piacenza,Emilia,,44.8776,9.6595,,"0523 877381",castellodifulignano@gmail.com,"2020-12-18 00:40:10","2022-06-30 00:40:10"
1551,dove_dormire,"B&B BOSCO DEL PAPA",,"Bed & Breakfast","Bed & Breakfast","Strada Poggio Novati 14",,Piozzano,"Bosco del Papa",Piacenza,Emilia,,44.9299,9.4758,http://www.boscodelpapa.it/ita/ita.htm,"327 7371468",boscodelpapa@libero.it,"2020-12-17 00:40:10","2022-06-30 00:40:10"
1552,dove_dormire,"CAMPING LE ROSSANE",,"3 Stelle",Campeggi,"Via Campeggio 1",,Farini,"Le Rossane",Piacenza,Emilia,,44.6995,9.5899,https://www.campinglerossane.com/,"0523 910519",info@lerossane.eu,"2020-12-18 00:40:10","2022-06-30 00:40:10"
1553,dove_dormire,"MAGIA HOTEL PIACENZA FIERA",,"4 Stelle",Albergo,"VIA CAORSANA 127/B",,Piacenza,"Le Mose",Piacenza,Emilia,,45.0395,9.7542,https://www.magiahotels.it/,"0523 606288",info.piacenzafiera@magiahotels.it,"2020-12-21 00:40:10","2022-06-30 00:40:10"
1554,dove_dormire,"HOTEL ROUTE 9",,"3 Stelle",Albergo,"VIA EMILIA PARMENSE, 21",,Cadeo,"Fontana Fredda",Piacenza,Emilia,,44.9559,9.8654,https://www.hotelroute9.it/,"0523 510743",info@hotelroute9.it,"2020-07-07 00:40:10","2022-06-30 00:40:10"
1555,dove_dormire,"ALBERGO PIÈ DEI MONTI",,"1 Stella",Albergo,"Località I Rabbini, 4",,Morfasso,Monastero,Piacenza,Emilia,,44.7551,9.7585,,"0523 914106",albergopiedeimonti@gmail.com,"2022-02-16 00:40:10","2022-06-30 00:40:10"
1556,dove_dormire,"AGRITURISMO BASSANINE",,"Non definito",Agriturismo,"Strada Bassanine, 47",,"Monticelli d'Ongina",Fogarole,Piacenza,Emilia,,45.1104,9.974,https://www.bassanine.it/,"333 9113917",info@bassanine.it,"2022-01-13 00:40:10","2022-06-30 00:40:10"
1557,dove_dormire,"B&B TORRE DEI MAGNANI",,"Bed & Breakfast","Bed & Breakfast","Via Rallio 100/B",,Rivergaro,Montechiaro,Piacenza,Emilia,,44.8761,9.5742,http://www.torredeimagnani.com/,"349 4289924",info@torredeimagnani.com,"2022-05-06 00:40:10","2022-06-30 00:40:10"
1558,dove_dormire,"B&B LE STANZE DEL BENVEGNU'",,"Bed & Breakfast","Bed & Breakfast","Via Rallio, 100/B",,Rivergaro,Montechiaro,Piacenza,Emilia,,0,0,http://www.torredeimagnani.com/,"333 7604356",lestanzedelbenvegnu@gmail.com,"2022-05-06 00:40:10","2022-06-30 00:40:10"
1559,dove_dormire,"AFFITTACAMERE GUINNESS PLANET",,"Non definito",Affittacamere,"Via Dogana Po, 19",,"Castel San Giovanni","La Pievetta",Piacenza,Emilia,,45.0856,9.4506,http://www.guinnessplanet.it/,"0523 883764",info@guinnessplanet.it,"2020-12-17 00:40:10","2022-06-30 00:40:10"
1560,dove_dormire,"AFFITTACAMERE LA CENERARA",,"Non definito",Affittacamere,"Località La Cenerara",,"Lugagnano Val d'Arda",Velleia,Piacenza,Emilia,,44.7848,9.7111,https://www.lacenerara.com/,"0523 807419",info@lacenerara.it,"2021-12-21 00:40:10","2022-06-30 00:40:10"
1561,dove_dormire,"HOTEL RELAIS CASCINA SCOTTINA",,"4 Stelle",Albergo,"Strada Del Riglio",,Cadeo,Scottina,Piacenza,Emilia,,44.9962,9.8229,https://www.lascottina.it/,"0523 504150",info@lascottina.it,"2020-06-26 00:40:10","2022-06-30 00:40:10"
1562,dove_dormire,"AFFITTACAMERE DIMORA DELLA GRAN FARNIA",,"Non definito",Affittacamere,"Strada Statale 10,  2",,"Castelvetro Piacentino","Loc. Mezzano",Piacenza,Emilia,,45.1132,9.9952,https://www.dimoragranfarnia.com/,"334 3400604",contact@dimoragranfarnia.com,"2022-03-29 00:40:10","2022-06-30 00:40:10"
1563,dove_dormire,"AGRITURISMO LA FOCE DEL TREBBIA",,"Non definito",Agriturismo,"Via Aguzzafame, 40",,Piacenza,Borgotrebbia,Piacenza,Emilia,,45.0625,9.6601,http://www.lafocedeltrebbia.it/,"0523 490730",info@lafocedeltrebbia.it,"2020-07-06 00:40:10","2022-06-30 00:40:10"
1564,dove_dormire,"AFFITTACAMERE LE ROSE",,"Non definito",Affittacamere,"Via Pietro Cella, 82/84",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0463,9.6691,,"335 1814170",denise.draghi@libero.it,"2020-12-17 00:40:10","2022-06-30 00:40:10"
1565,dove_dormire,"CASA PER FERIE CASA DEL VIAGGIATORE",,"Non definito","Case per ferie","Stradone Farnese 63 /A",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0465,9.6989,http://www.casadelviaggiatore.eu/it/,"0523 1996230",casadelviaggiatorepiacenza@gmail.com,"2020-05-22 00:40:10","2022-06-30 00:40:10"
1566,dove_dormire,"B&B VILLA PARTITORE",,"Bed & Breakfast","Bed & Breakfast","Strada Agazzana, 102",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0084,9.6321,http://www.villapartitore.it/,"0523 778210",info@villapartitore.it,"2022-03-16 00:40:10","2022-06-30 00:40:10"
1567,dove_dormire,"B&B GIO'",,"Bed & Breakfast","Bed & Breakfast","Via Croce, 10",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0524,9.6888,https://www.bedandbreakfastgio.com/,"327 2892814",bedandbreakfastgio@gmail.com,"2022-02-23 00:40:10","2022-06-30 00:40:10"
1568,dove_dormire,"AFFITTACAMERE MORSELLI LUIGI",,"Non definito",Affittacamere,"Via Felice Frasi, 20",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0506,9.6942,,"338 1730718",info@viphotel.it,"2020-12-17 00:40:10","2022-06-30 00:40:10"
1569,dove_dormire,"AFFITTACAMERE MORSELLI DANIELA",,"Non definito",Affittacamere,"Via Felice Frasi 20",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0507,9.6921,,"338 1730718",info@viphotel.it,"2021-02-10 00:40:10","2022-06-30 00:40:10"
1570,dove_dormire,"B&B MONTAGNOLA NOVE",,"Bed & Breakfast","Bed & Breakfast","Via Montagnola, 9",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0543,9.6998,,"347 5261456",annaboeri@hotmail.com,"2021-03-27 00:40:10","2022-06-30 00:40:10"
1571,dove_dormire,"AFFITTACAMERE IL CORTILETTO",,"Non definito",Affittacamere,"VIA ROMA 155",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0496,9.7014,https://www.ilcortiletto.net/,"0523 388849",ilcortiletto17@gmail.com,"2021-03-10 00:40:10","2022-06-30 00:40:10"
1572,dove_dormire,"AFFITTACAMERE SERENA",,"Non definito",Affittacamere,"VIA MORIGI 36",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0468,9.6741,https://www.bb-piacenza.it/,"349 8022849",info@bb-piacenza.it,"2022-03-03 00:40:11","2022-06-30 00:40:11"
1573,dove_dormire,"B&B SANT'ANGELO",,"Bed & Breakfast","Bed & Breakfast","Via Raffalda, 41",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0476,9.6715,,"338 3917493",biagionogara@libero.it,"2020-09-24 00:40:11","2022-06-30 00:40:11"
1574,dove_dormire,"CASA PER FERIE IL CHIOSTRO",,"Non definito","Case per ferie","Piazzale Crociate, 5",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0568,9.6803,,"0523 490728",m.cremaschi1@alice.it,"2021-04-06 00:40:11","2022-06-30 00:40:11"
1575,dove_dormire,"CASA PER FERIE CASA SCALABRINI",,"Non definito","Case per ferie","VIA FRANCESCO TORTA 14",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0473,9.7,https://www.casascalabrini.it/,"0523 348621",accoglienzacasamadre@scalabrini.net,"2020-06-22 00:40:11","2022-06-30 00:40:11"
1576,dove_dormire,"HOTEL ASTOR",,"2 Stelle",Albergo,"Via Tibini, 29/31",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.05,9.7038,https://www.astorhotelpc.it/,"0523 329296",info@hotelastorpc.eu,"2020-08-28 00:40:11","2022-06-30 00:40:11"
1577,dove_dormire,"AFFITTACAMERE I TIGLI",,"Non definito",Affittacamere,"Via Amaldi, 3",,Piacenza,"Piacenza 1",Piacenza,Emilia,,45.0438,9.6784,http://www.affittacamereitigli.it/,"380 1930973",info@affittacamereitigli.it,"2022-02-10 00:40:11","2022-06-30 00:40:11"
